0.000000,-25.222192,-144.862175,237.433169,-210.173585,9.897245,89.171688,-84.610237,-189.185413,-59.238971,6.905802,-13.807259,167.026247,-17.280122,213.716331,-127.180673
0.000000,7.176303,-159.827398,241.047829,-239.308062,-34.240598,6.328291,-64.199253,-153.500059,-48.577866,31.163728,1.685463,140.809485,12.192867,106.154989,-93.736202
0.000000,10.882453,-215.785825,224.440001,-222.526345,20.768971,27.556157,-118.063253,-151.419707,-70.567092,-30.383710,-79.606191,243.861661,11.347147,194.420931,-123.321108
0.000000,48.253314,-226.085591,241.592557,-209.601325,-107.446536,29.532059,-63.649382,-151.127907,-81.480633,-62.941255,-21.099262,218.278251,-65.243202,196.993125,-100.476650
0.000000,-54.005334,-196.956709,220.736549,-210.032870,-22.428318,54.152994,-84.295119,-212.766721,-91.367672,-46.301176,-32.072463,197.717266,-12.755873,163.402494,-69.372189
0.000000,-40.073454,-208.613529,216.367506,-189.108455,-121.442960,27.874215,-134.641163,-225.157286,-22.260035,61.661675,-2.474412,152.292656,-26.740971,225.659052,-169.796943
0.000000,0.060194,-189.515615,209.111655,-231.536505,-2.270960,-32.257816,-59.417957,-164.107269,-59.025010,-30.525466,5.077409,179.534317,-14.960942,172.809135,-147.098504
0.000000,-59.125106,-239.762866,188.673121,-195.800073,-24.432804,47.219305,-72.971792,-151.025299,-5.501142,19.041802,-3.150315,194.623056,-79.502588,193.447989,-199.190961
0.000000,-0.790610,-197.138328,181.571754,-227.527569,-45.992195,14.446473,-56.277613,-225.046719,-43.794712,47.274270,47.723160,208.321248,25.892570,163.795023,-91.377001
0.000000,25.941861,-171.886212,189.205461,-190.625403,-20.005746,-5.172213,-31.424525,-111.818933,-2.815516,-11.298924,-26.339204,188.925261,14.594576,207.479995,-49.040874
0.000000,37.020462,-236.439666,128.077465,-215.728591,-80.690045,8.933413,-50.317114,-184.186934,-72.980490,95.811159,8.346993,207.294704,-18.029408,196.636816,-80.366047
0.000000,-11.657262,-244.207813,234.009951,-176.569260,-42.624125,65.012896,-93.975716,-81.622491,-64.944254,53.623617,-105.138822,143.854704,63.025643,170.097510,-92.596610
0.000000,-41.645899,-215.944343,215.916135,-228.762325,-65.327958,2.900812,-80.699977,-141.438804,-83.622277,43.977211,27.293718,138.591728,-11.248475,139.234561,-94.498430
0.000000,-8.880292,-224.899478,170.083588,-192.125190,-63.957582,57.418046,-66.181039,-135.840861,-60.695948,10.022146,-46.817876,146.104706,-47.578991,189.846231,-142.285980
0.000000,31.904394,-154.113936,172.485647,-180.415422,-44.831732,45.810327,-91.393765,-208.490996,-68.756386,49.400803,-86.306540,150.574698,-49.815496,125.956792,-118.145980
0.000000,6.390521,-160.083184,238.204680,-225.184989,-66.583197,24.569993,-49.119004,-215.952453,-97.439571,-22.225619,42.091494,169.356983,-44.256221,176.407863,-145.868064
0.000000,-92.288681,-234.297021,216.429954,-200.105422,-54.843476,70.030459,-19.279542,-75.678235,-90.258731,-46.401530,-20.326188,149.607366,-56.834800,145.326403,-89.538236
0.000000,47.246481,-226.389569,156.563474,-153.921070,-67.326276,77.126550,-48.598874,-180.517456,-61.915677,26.519680,-98.452137,211.570611,33.999496,213.753036,-149.411104
0.000000,-23.430087,-195.575448,171.589716,-196.284984,-52.588865,61.875653,-110.366092,-159.016079,-11.288422,-3.360159,-3.130499,224.638142,-84.823384,169.112478,-87.723828
0.000000,-29.521030,-174.651183,225.741416,-172.069763,14.736482,36.882451,-57.692376,-171.230500,-5.657858,66.686052,-8.638754,232.213645,-4.268528,196.442802,-151.971117
0.000000,-50.662806,-155.886637,209.815411,-192.512861,-21.164829,45.510669,-59.809609,-186.712209,-52.200109,26.318378,-17.766744,165.029485,-7.865215,191.217961,-100.166695
0.000000,-14.728175,-202.502081,243.234260,-212.686237,-71.228469,12.218374,-18.030727,-215.962686,2.827757,17.448702,-4.148573,183.901227,0.713444,132.577327,-40.633523
0.000000,-68.951467,-183.020619,183.422635,-227.898199,-34.794009,-22.539180,-66.667037,-125.753347,19.893548,-1.425431,-13.327234,122.192887,-23.109188,243.647909,-163.036945
0.000000,53.243346,-218.105260,155.450695,-237.379129,-71.640019,-14.048555,-155.292151,-157.588701,-85.070220,-31.566136,-54.031279,181.935134,17.317079,120.924836,-138.421028
0.000000,-55.133070,-218.524936,156.637326,-175.771013,-36.583598,0.352933,-80.577223,-156.650214,-85.680460,-14.332549,-35.073517,162.286120,22.436921,222.515423,-67.543835
0.000000,-11.638345,-111.361620,217.600519,-234.547441,-70.428507,23.358044,-86.145332,-129.592146,-45.025519,-3.815148,-40.787320,229.664280,-77.121266,216.947134,-116.271912
0.000000,22.342322,-197.841959,232.263744,-209.618955,-65.789789,62.696153,-97.044384,-171.180546,-31.507682,-0.026953,-36.936777,172.907970,-26.198140,189.245649,-81.686696
0.000000,47.455851,-198.681962,190.511752,-221.501662,-77.799355,75.085528,-117.531347,-136.054133,-57.187490,-9.327455,8.176339,175.303880,3.001727,134.042761,-21.534513
0.000000,-3.890691,-143.299776,244.096251,-148.160368,-36.648262,107.223100,-109.792308,-145.582325,-10.051259,41.428543,11.978148,167.454536,15.673146,164.904596,-65.997579
0.000000,-40.743376,-192.037577,184.751309,-192.181921,-107.308245,103.566922,-129.564996,-183.638341,-65.306955,-50.844859,-70.938724,209.413433,-47.631717,221.989450,-107.535904
0.000000,-93.611533,-221.911608,218.744991,-204.625767,-46.271552,75.601258,-90.955631,-163.704566,-64.425040,25.924477,3.375883,234.349506,57.805439,234.923976,-137.679140
0.000000,-38.427252,-196.740579,166.662871,-204.182201,-84.466022,-36.284303,-102.414031,-171.283849,-40.009941,10.191471,-62.850729,128.365671,54.511342,203.420008,-126.330234
0.000000,70.710547,-219.168675,229.944155,-195.537366,-84.319386,97.516807,-134.614023,-159.874806,-58.842183,48.533894,-95.608308,165.731552,-10.161524,144.555802,-58.701807
0.000000,-43.785801,-141.824156,247.652425,-141.485124,-21.564426,33.282191,-40.468557,-61.528007,-69.419083,-12.242522,-73.090938,172.026114,19.057178,174.659953,-69.910384
0.000000,-32.116706,-186.650915,228.580249,-243.792969,-60.733499,-5.012417,-87.049697,-225.546243,-37.285071,-36.899971,-42.400307,188.198039,-39.852608,158.113528,-138.362513
0.000000,33.806682,-161.313485,149.119325,-227.381647,-18.571319,57.679879,-119.060458,-145.454915,-49.820827,47.055173,-45.345225,197.987527,-46.542465,173.532939,-110.914868
0.000000,23.127828,-164.298632,241.414187,-221.272290,-48.682570,119.133069,-104.270979,-244.025239,-24.495731,-26.905957,-83.791534,203.671015,-25.224729,191.091304,-126.788519
0.000000,7.056979,-218.622699,249.125161,-243.595810,-26.988925,81.962205,-87.169777,-165.033814,-58.713623,35.525996,31.185456,228.670077,-3.363149,135.336592,-169.471654
0.000000,-14.568519,-140.268964,204.625127,-235.051175,-51.803208,52.478542,-106.424775,-227.712453,-47.825716,4.547761,-27.750733,157.973538,-35.695342,228.728596,-156.995010
0.000000,-21.521923,-217.436437,222.944967,-249.344305,-35.491986,94.509290,-79.153335,-181.908109,-47.006298,-13.099678,20.409193,183.418072,-57.023777,202.495392,-141.519337
0.000000,2.163353,-179.127674,243.275314,-207.632893,-104.500596,51.624207,-52.596639,-171.457567,-4.149348,48.163392,54.221090,189.042669,-44.189914,195.779067,-171.989936
0.000000,-50.149980,-198.682650,200.734092,-174.783901,-49.800360,56.371925,-65.437550,-205.436240,-98.584468,20.155212,-25.931743,142.775022,3.828047,175.551138,-59.636060
0.000000,-32.235559,-132.149746,224.592688,-213.267242,-89.907516,3.186606,-45.634076,-211.311911,-30.142218,-21.828235,-10.531839,178.070885,-18.890390,240.489036,-94.286829
