0.000000,0.137161,-0.293157,0.577503,-0.157992,0.253591,-0.602361,-0.337877,-0.664797,-0.382421,0.639415,-0.758908,0.929358,-0.231317,0.093052,-0.072303,-0.331995,0.532265,0.100005,0.964392,-0.207393,-0.382428,0.284147,0.701050,0.944443,-0.314284,0.316084,0.420489,0.471646,0.205408,0.472758
0.000000,0.155997,-0.268125,0.576308,-0.224859,0.265574,-0.663687,-0.275492,-0.577728,-0.406910,0.641677,-0.745659,0.870655,-0.237017,0.063700,-0.053736,-0.132706,0.622391,0.006126,0.752615,-0.119179,-0.355908,0.152055,0.483658,0.829248,-0.328155,0.236130,0.370581,0.749717,0.086368,0.600276
0.000000,0.162115,-0.259114,0.608847,-0.281660,0.272406,-0.657320,-0.298545,-0.551997,-0.482431,0.714423,-0.687588,0.892494,-0.103738,0.098482,0.002786,-0.298421,0.607586,-0.176478,0.880610,-0.234711,-0.376518,0.194051,0.579355,0.845758,-0.434443,0.298196,0.462683,0.676885,0.067590,0.524042
0.000000,0.132787,-0.360884,0.481431,-0.212424,0.347368,-0.505780,-0.344905,-0.556035,-0.521832,0.780824,-0.686951,0.865993,-0.164553,0.155688,-0.205887,-0.170543,0.565730,0.059567,0.725866,-0.110936,-0.414972,0.250926,0.654608,0.989102,-0.462138,0.258559,0.447847,0.541216,0.098120,0.515295
0.000000,0.158687,-0.269970,0.654220,-0.186209,0.368616,-0.505194,-0.221324,-0.400576,-0.399373,0.586543,-0.661738,0.959083,-0.322563,0.046155,-0.189655,-0.160985,0.580642,-0.057089,0.950335,-0.318350,-0.408189,0.112224,0.503478,0.991738,-0.344797,0.102440,0.559347,0.544116,0.127821,0.346690
0.000000,0.197248,-0.268345,0.585145,-0.188854,0.452325,-0.543085,-0.392496,-0.612419,-0.442257,0.640392,-0.788797,0.784046,-0.212277,0.092784,-0.076935,-0.074469,0.599395,-0.049495,0.964262,-0.175890,-0.191428,0.168251,0.586924,0.982191,-0.357685,0.331670,0.284403,0.552559,0.212661,0.455494
0.000000,0.250206,-0.320052,0.611547,-0.342988,0.391726,-0.682156,-0.352362,-0.736465,-0.496365,0.589674,-0.803475,0.866512,-0.260143,0.072884,-0.105031,-0.139002,0.657203,0.161312,0.731768,-0.318925,-0.433238,0.211977,0.578411,0.845383,-0.355922,0.340722,0.399821,0.534181,0.103063,0.461691
0.000000,0.209116,-0.225239,0.464900,-0.231648,0.320514,-0.446900,-0.273254,-0.581610,-0.362059,0.656787,-0.740038,0.848676,-0.145197,0.102856,-0.008582,-0.127423,0.513935,-0.035812,0.835432,-0.198936,-0.394199,0.277619,0.589691,0.871064,-0.344934,0.293626,0.400232,0.495803,0.341138,0.629922
0.000000,0.053746,-0.314238,0.516254,-0.299418,0.343747,-0.559191,-0.373633,-0.579160,-0.444669,0.664246,-0.573089,0.897168,-0.214636,0.223678,-0.052186,-0.033084,0.569719,-0.112857,0.783547,-0.302173,-0.348710,0.234465,0.609020,0.808175,-0.433723,0.244852,0.403822,0.498507,0.210823,0.529155
0.000000,0.152434,-0.280777,0.514266,-0.301999,0.293900,-0.621702,-0.309515,-0.503640,-0.381010,0.624017,-0.780937,0.906839,-0.344354,0.061299,-0.109620,-0.176382,0.531058,-0.062166,0.853393,-0.156792,-0.473423,0.307740,0.637819,0.742076,-0.315882,0.277290,0.277415,0.468800,0.137499,0.449117
0.000000,0.236206,-0.353429,0.632874,-0.197396,0.421415,-0.463418,-0.412300,-0.617403,-0.512877,0.617090,-0.659554,0.857040,-0.183658,0.087132,-0.031476,-0.346072,0.658454,0.012648,0.802798,-0.279170,-0.425907,0.189887,0.559891,0.707987,-0.303749,0.232258,0.353106,0.559439,0.062887,0.435444
0.000000,0.302481,-0.359812,0.544022,-0.171457,0.346807,-0.509238,-0.240313,-0.663002,-0.504228,0.656101,-0.638042,0.953265,-0.139884,0.169656,-0.075738,-0.135918,0.617916,0.082941,0.862490,-0.279481,-0.473885,0.231181,0.595564,0.816961,-0.328508,0.180725,0.450047,0.599903,0.196563,0.476495
0.000000,0.144308,-0.324835,0.580132,-0.165075,0.456195,-0.565197,-0.381541,-0.618839,-0.564913,0.496720,-0.651183,0.865140,-0.203966,0.112895,-0.103548,-0.224586,0.704098,-0.145005,0.821222,-0.251351,-0.408501,0.265280,0.418362,0.950383,-0.251731,0.218637,0.501338,0.548407,0.235456,0.482825
0.000000,0.050614,-0.248355,0.524344,-0.260242,0.330513,-0.585516,-0.301146,-0.484384,-0.543071,0.687609,-0.697352,0.775004,-0.229760,0.086349,-0.119668,-0.225639,0.580741,0.122659,0.814059,-0.118482,-0.334280,0.139000,0.594962,0.960706,-0.380107,0.394513,0.469135,0.770095,0.108551,0.595251
0.000000,0.232845,-0.255282,0.576979,-0.262849,0.225880,-0.471544,-0.321056,-0.539998,-0.516978,0.638193,-0.782016,0.852855,-0.269115,0.126459,0.102044,-0.293439,0.629736,-0.123995,0.968328,-0.123830,-0.462498,0.342916,0.578434,0.820886,-0.306962,0.211116,0.335153,0.616208,0.120089,0.478556
0.000000,0.197588,-0.317843,0.551363,-0.212896,0.422000,-0.505207,-0.275438,-0.574538,-0.616986,0.638345,-0.704499,0.804899,-0.365505,0.176457,-0.103301,-0.182375,0.567585,0.085060,0.890485,-0.256904,-0.372561,0.295727,0.515831,0.875884,-0.336925,0.418492,0.343107,0.479788,0.113412,0.305910
0.000000,0.018766,-0.305719,0.630718,-0.245268,0.241142,-0.644166,-0.460286,-0.650976,-0.388570,0.661106,-0.773101,0.916714,-0.251379,0.015031,-0.125930,-0.028777,0.533441,-0.009802,0.881904,-0.277305,-0.367764,0.258009,0.452041,0.795133,-0.285684,0.316525,0.368982,0.710925,0.153958,0.404076
0.000000,0.221103,-0.288353,0.477896,-0.110310,0.375819,-0.605632,-0.417182,-0.638283,-0.311822,0.631296,-0.671208,0.944080,-0.280890,0.082121,-0.110646,-0.174761,0.574634,-0.007876,0.815638,-0.117661,-0.387809,0.308370,0.506158,0.787996,-0.440868,0.339497,0.340927,0.614719,0.134427,0.382255
0.000000,0.287434,-0.243485,0.706738,-0.190127,0.295383,-0.506888,-0.299285,-0.548875,-0.464759,0.777863,-0.749487,0.971044,-0.167741,0.029660,-0.119242,-0.112040,0.517254,-0.019221,0.952165,-0.215541,-0.425747,0.212137,0.620648,0.842029,-0.389070,0.311403,0.316900,0.712820,0.163240,0.308433
0.000000,0.136341,-0.152883,0.514985,-0.323677,0.183139,-0.599088,-0.142561,-0.652940,-0.334126,0.576095,-0.723426,0.871818,-0.203686,0.044632,-0.120872,-0.155026,0.706079,0.041150,0.835929,-0.358065,-0.495002,0.270567,0.652317,0.835615,-0.296929,0.351916,0.337746,0.517599,0.090722,0.536245
0.000000,0.027438,-0.268850,0.478219,-0.190843,0.365344,-0.546606,-0.249771,-0.568543,-0.392010,0.696384,-0.770761,0.837618,-0.292864,0.086566,-0.086989,-0.146002,0.583067,0.052980,0.943546,-0.118473,-0.388663,0.359825,0.711803,0.797920,-0.422722,0.263731,0.382739,0.576907,0.168276,0.417971
