-0.196435,0.593482,0.039325
-0.355690,0.294237,0.041711
-0.132619,0.381705,0.133748
-0.229044,0.678906,0.108665
-0.160389,0.292399,-0.137668
-0.370030,0.527022,-0.018422
-0.252396,0.582223,-0.065036
-0.186365,0.335073,-0.106290
-0.222659,0.731987,0.247162
-0.346903,0.348105,-0.158590
-0.061623,0.456164,-0.040566
-0.076639,0.402737,0.017493
-0.165102,0.208153,-0.227001
-0.273654,0.533012,0.012966
-0.198753,0.726788,0.013225
0.067890,0.539657,-0.058326
-0.181233,0.584439,-0.293776
-0.072553,0.537691,-0.145305
-0.364459,0.389150,0.137108
-0.533416,0.405053,-0.371710
-0.444155,0.241626,0.086443
-0.465405,0.325326,0.211889
-0.178229,0.654128,-0.160214
-0.394273,0.333356,0.068287
-0.116311,0.490103,-0.198439
-0.197603,0.527668,0.138662
-0.394066,0.610755,0.080567
-0.448208,0.517674,-0.031403
-0.341461,0.518819,0.002279
-0.289750,0.555920,-0.243033
-0.075833,0.547840,0.018852
-0.244230,0.507348,0.160248
-0.266747,0.795723,-0.230052
-0.539279,0.489041,-0.224194
-0.118705,0.891090,-0.028928
-0.118180,0.398510,0.031780
-0.209967,0.503284,0.252952
-0.285780,0.805059,0.026404
-0.276258,0.345491,-0.019897
-0.366392,0.410432,0.116710
-0.147938,0.730166,-0.235567
-0.441264,0.768691,-0.272290
-0.081881,0.456496,-0.308648
-0.202354,0.430341,-0.204790
-0.192463,0.669274,-0.281985
-0.059627,0.640134,-0.079483
-0.238240,0.853479,-0.119053
-0.151308,0.541123,-0.191610
-0.177777,0.709120,-0.243781
-0.197166,0.316863,-0.177304
-0.198155,0.598136,-0.110694
-0.324720,0.586803,0.175832
-0.224595,0.449961,-0.117568
-0.617205,0.360564,-0.102045
-0.153490,0.419940,-0.161557
-0.404860,0.433751,-0.083331
-0.319846,0.280356,0.140912
-0.142376,0.510912,-0.379721
-0.369889,0.523013,-0.134155
-0.211991,0.517643,-0.054473
-0.150017,0.730823,-0.147233
-0.347634,0.296558,0.108762
-0.271463,0.481481,0.098698
-0.357873,0.554752,-0.046814
-0.316211,0.532160,-0.198973
-0.212306,0.540567,0.189372
-0.060448,0.380356,-0.213066
-0.110366,0.388946,0.136170
-0.292106,0.334014,-0.327555
-0.355510,0.425286,0.069878
-0.271462,0.581167,-0.072460
-0.126995,0.479937,-0.019157
-0.237720,0.572182,0.151189
-0.435280,0.633040,-0.065930
-0.098223,0.096958,-0.136750
-0.336510,0.594282,0.088863
-0.414007,0.761914,-0.006225
-0.262502,0.773203,0.161081
-0.369333,0.619408,-0.145195
-0.232245,0.441512,-0.094778
-0.221555,0.603560,0.047594
0.079438,0.458493,0.088037
-0.407790,0.572148,-0.111872
-0.429122,0.540130,-0.321914
-0.029217,0.792548,-0.055519
-0.102625,0.750664,0.046079
-0.191725,0.581605,-0.203803
-0.149349,0.355095,-0.270504
-0.209338,0.647115,0.231598
-0.100169,0.531801,-0.271520
-0.144859,0.381374,-0.118334
-0.070196,0.555424,0.034980
-0.192105,0.618222,0.021124
-0.133548,0.492691,0.118911
-0.024924,0.271691,-0.156382
-0.360786,0.412669,-0.048391
-0.097243,0.652504,0.061012
-0.367409,0.401437,-0.067040
-0.274363,0.283178,-0.207295
-0.237031,0.444299,-0.096874
-0.757927,0.216438,-0.407516
-0.754135,0.282711,-0.305316
-0.643318,0.180597,-0.369047
-0.880165,0.079961,-0.374177
-0.900648,0.468122,-0.270096
-0.697276,0.320780,-0.570813
-0.869647,-0.064189,-0.403242
-0.558846,-0.025461,-0.293855
-0.845620,0.037339,-0.263662
-0.952212,0.089316,-0.362748
-0.933499,0.336299,-0.301721
-0.759430,0.267047,-0.579257
-0.891086,0.019298,-0.367447
-0.807062,0.106862,-0.212288
-0.824965,0.223135,-0.472585
-0.778590,0.093881,-0.720925
-0.822859,0.329588,-0.301071
-0.850581,0.230974,-0.528337
-0.832540,0.329617,-0.470141
-0.963144,0.129726,-0.390775
-0.818883,0.190873,-0.117111
-0.597371,0.220224,-0.444524
-0.762698,0.287567,-0.411430
-0.698560,0.185292,-0.529841
-0.757704,0.018283,-0.476058
-0.765307,0.257028,-0.255087
-0.776081,0.342193,-0.417418
-0.641708,0.109919,-0.452748
-0.781698,0.097774,-0.491590
-0.933702,0.244324,-0.431472
-0.734690,0.226698,-0.264495
-0.737650,0.098713,-0.397906
-0.861600,-0.018406,-0.587137
-0.595488,0.191029,-0.366828
-0.958483,0.060944,-0.275667
-0.829527,0.379631,-0.211547
-0.827105,0.249783,-0.450216
-0.727384,0.037964,-0.560505
-0.755637,0.297624,-0.634438
-0.787213,0.188380,-0.409150
-0.718858,0.166227,-0.396476
-0.856449,0.182788,-0.543758
-0.731420,0.202995,-0.549529
-0.701271,0.231278,-0.482177
-0.854226,0.179281,-0.483245
-0.959943,0.142590,-0.318620
-0.744135,0.319392,-0.578291
-0.979415,0.074866,-0.331750
-0.815691,0.096094,-0.359590
-0.826806,0.192966,-0.452404
-0.631409,0.192264,-0.470190
-0.812248,0.228587,-0.466941
-0.856386,0.144872,-0.465757
-0.924607,0.209805,-0.486824
-0.917987,0.309258,-0.387190
-0.567977,0.336137,-0.519338
-0.835724,0.272535,-0.318165
-0.888740,0.042070,-0.329398
-0.538345,-0.145527,-0.120703
-0.882848,-0.012958,-0.452265
-0.561227,0.231951,-0.478500
-0.703603,0.216435,-0.216766
-0.914708,-0.002777,-0.244941
-0.815032,0.169019,-0.299755
-0.768315,0.216534,-0.519365
-0.686481,0.422730,-0.419708
-0.851028,0.276906,-0.600893
-0.877929,0.143145,-0.630083
-0.776775,0.067961,-0.524032
-0.625270,0.073118,-0.607774
-0.861523,0.316898,-0.532026
-0.416466,0.068371,-0.485562
-0.805464,0.174284,-0.361677
-0.714467,0.404321,-0.402188
-0.947092,0.293172,-0.482626
-0.907182,-0.082175,-0.631147
-0.963606,0.119275,-0.581722
-0.744074,0.331098,-0.373666
-0.842205,0.379168,-0.646120
-0.807968,0.167121,-0.557130
-0.774487,0.190468,-0.432468
-0.881920,-0.006873,-0.564019
-0.784015,0.089829,-0.180585
-0.714741,0.048524,-0.385220
-0.798376,0.175026,-0.411942
-0.874039,0.071851,-0.495534
-0.878956,0.256560,-0.300234
-0.864935,0.130427,-0.405736
-0.986199,0.062866,-0.611379
-0.826409,0.244303,-0.314567
-0.904203,0.196708,-0.308534
-0.586014,0.054590,-0.479297
-0.508021,0.412983,-0.545145
-0.798776,0.116054,-0.560765
-0.863451,0.145051,-0.225498
-0.921611,0.186909,-0.496342
-0.652536,0.109704,-0.614039
-0.967850,0.252406,-0.343358
-0.687047,0.161877,-0.475256
-0.762608,0.265123,-0.506073
0.731406,-0.582321,0.890962
0.132355,-0.329886,0.934567
-0.296793,-0.306719,0.896348
0.646496,-0.278292,0.805811
-0.054964,-0.212538,0.753136
-0.007602,-0.134914,0.942104
-0.322416,-0.166521,0.856540
0.827794,-0.294475,0.944631
0.345616,-0.122571,0.401958
0.222964,-0.199120,0.655443
0.247338,-0.050889,0.982198
0.032791,-0.320285,0.915277
-0.112189,-0.296829,0.708156
0.370263,-0.199098,0.831475
-0.178599,0.053643,0.466808
0.329602,-0.560890,0.781982
0.904119,-0.327514,0.943135
-0.145441,-0.358734,0.632054
0.196210,-0.201962,0.881635
0.207286,0.268265,0.940795
0.177928,-0.419700,0.869548
0.514711,-0.276376,0.583883
0.038038,-0.140508,0.493131
0.101620,-0.208456,0.935777
0.567255,-0.729177,0.721965
0.222479,-0.111998,0.578786
0.281046,-0.354399,0.980931
-0.299987,-0.116109,0.894315
0.337598,-0.047356,0.930678
0.611655,-0.343212,0.860263
-0.208089,0.060772,0.619224
0.276374,0.071533,0.652393
0.322977,-0.470878,0.880119
0.611834,-0.364098,0.691807
0.464691,-0.032902,0.974109
0.256334,-0.387177,0.894758
0.501172,-0.023668,0.745935
-0.085795,-0.445246,0.972474
-0.001900,-0.524701,0.609832
0.099677,0.092344,0.848737
0.213856,-0.371056,0.821326
